chain 2,generation 1,curvature 0,01-03-2016-19:04:24,output_01032016190424.txt,in progress,
chain 2,generation 1,curvature 0.1,01-03-2016-19:06:34,output_01032016190634.txt,in progress,
chain 2,generation 1,curvature 0.2,01-03-2016-19:06:59,output_01032016190659.txt,in progress,
