chain 1,generation 1,curvature ,27-01-2016-15:19:11,output_1_1_27012016151911.txt,in progress,
chain 2,generation 1,curvature ,27-01-2016-15:19:22,output_2_1_27012016151922.txt,in progress,
chain 3,generation 1,curvature ,27-01-2016-15:19:59,output_3_1_27012016151959.txt,in progress,
chain 4,generation 1,curvature ,27-01-2016-15:21:11,output_4_1_27012016152111.txt,in progress,
chain 5,generation 1,curvature ,27-01-2016-15:21:43,output_5_1_27012016152143.txt,in progress,
chain 6,generation 1,curvature ,27-01-2016-15:21:45,output_6_1_27012016152145.txt,in progress,
